"x1","x2","x3","x4","x5","x6","x7","class"
0.61,0.49,0.15,1.1,0.43,0.2,0.36,22
0.57,0.48,0.18,0.96,0.39,0.22,0.28,17
0.56,0.46,0.17,0.86,0.4,0.17,0.25,10
0.66,0.49,0.2,1.62,0.63,0.36,0.49,16
0.64,0.52,0.2,1.41,0.57,0.3,0.46,16
0.59,0.47,0.17,0.9,0.36,0.19,0.25,10
0.31,0.24,0.09,0.15,0.06,0.03,0.05,6
0.26,0.19,0.07,0.08,0.03,0.02,0.03,5
0.17,0.13,0.06,0.02,0.01,0.01,0.01,5
0.67,0.55,0.17,1.25,0.47,0.25,0.4,20
0.71,0.57,0.2,1.73,0.64,0.34,0.57,16
0.56,0.43,0.13,0.8,0.31,0.17,0.26,12
0.51,0.4,0.13,0.76,0.3,0.19,0.22,10
0.53,0.43,0.17,0.86,0.38,0.19,0.25,15
0.45,0.36,0.11,0.47,0.2,0.09,0.15,8
0.52,0.44,0.17,0.63,0.28,0.11,0.22,11
0.59,0.48,0.16,0.95,0.38,0.18,0.27,18
0.7,0.53,0.19,1.32,0.55,0.23,0.42,17
0.72,0.56,0.18,1.73,0.64,0.34,0.53,16
0.64,0.5,0.15,1.08,0.48,0.24,0.31,10
0.56,0.44,0.14,0.9,0.38,0.21,0.28,12
0.58,0.47,0.15,1.14,0.45,0.2,0.4,12
0.59,0.46,0.13,1.03,0.39,0.21,0.25,16
0.61,0.49,0.21,1.34,0.54,0.22,0.52,19
0.65,0.53,0.2,1.45,0.6,0.26,0.51,12
0.55,0.44,0.18,0.77,0.3,0.19,0.27,10
0.55,0.45,0.16,0.79,0.34,0.16,0.25,11
0.66,0.53,0.21,1.37,0.5,0.29,0.41,17
0.57,0.48,0.2,1.03,0.46,0.19,0.31,17
0.6,0.47,0.2,1.03,0.39,0.2,0.29,14
0.63,0.51,0.17,1.07,0.46,0.22,0.32,11
0.7,0.57,0.23,1.89,0.87,0.44,0.5,18
0.65,0.55,0.16,1.24,0.49,0.3,0.48,14
0.72,0.6,0.23,1.97,0.8,0.42,0.66,15
0.56,0.44,0.17,0.94,0.35,0.22,0.3,11
0.42,0.33,0.12,0.35,0.16,0.06,0.11,7
0.18,0.13,0.05,0.02,0.01,0.01,0.01,2
0.41,0.33,0.11,0.36,0.15,0.07,0.11,11
0.5,0.41,0.15,0.6,0.25,0.13,0.19,11
0.44,0.34,0.11,0.38,0.16,0.07,0.14,11
0.34,0.28,0.09,0.21,0.07,0.04,0.07,9
0.43,0.34,0.11,0.38,0.15,0.1,0.11,7
0.54,0.41,0.16,0.63,0.27,0.14,0.18,11
0.42,0.33,0.12,0.33,0.14,0.05,0.11,11
0.36,0.27,0.09,0.22,0.1,0.04,0.07,9
0.18,0.14,0.04,0.03,0.01,0.01,0.01,4
0.16,0.12,0.03,0.02,0.01,0.01,0.01,4
0.53,0.43,0.15,0.74,0.32,0.16,0.22,10
0.53,0.39,0.14,0.6,0.23,0.13,0.21,15
0.44,0.35,0.11,0.43,0.17,0.08,0.13,10
0.45,0.35,0.12,0.5,0.19,0.12,0.14,11
0.49,0.37,0.14,0.62,0.26,0.14,0.18,13
0.47,0.35,0.14,0.57,0.23,0.15,0.15,10
0.52,0.38,0.14,0.65,0.25,0.14,0.22,9
0.42,0.34,0.13,0.45,0.17,0.11,0.14,10
0.46,0.35,0.13,0.45,0.16,0.1,0.13,15
0.37,0.29,0.09,0.24,0.11,0.05,0.07,9
0.33,0.25,0.09,0.2,0.09,0.04,0.06,9
0.3,0.22,0.09,0.14,0.06,0.03,0.04,6
0.63,0.46,0.16,1.24,0.55,0.27,0.38,13
0.61,0.48,0.17,1.04,0.44,0.24,0.32,13
0.63,0.47,0.16,0.97,0.4,0.18,0.35,13
0.64,0.51,0.19,1.33,0.58,0.25,0.44,16
0.5,0.39,0.16,0.76,0.38,0.16,0.19,13
0.53,0.43,0.17,0.78,0.35,0.15,0.24,16
0.45,0.33,0.1,0.44,0.16,0.08,0.17,12
0.59,0.42,0.16,0.7,0.3,0.15,0.2,11
0.44,0.36,0.17,0.44,0.16,0.11,0.14,15
0.29,0.23,0.08,0.13,0.05,0.03,0.05,9
0.56,0.46,0.17,0.84,0.31,0.19,0.3,14
0.66,0.52,0.15,1.25,0.53,0.28,0.32,14
0.58,0.46,0.19,1.02,0.35,0.2,0.32,9
0.63,0.43,0.18,1.41,0.57,0.3,0.4,11
0.62,0.49,0.17,1.21,0.48,0.3,0.33,14
0.64,0.5,0.15,1.07,0.37,0.27,0.36,7
0.51,0.38,0.12,0.59,0.26,0.12,0.17,9
0.5,0.4,0.12,0.54,0.22,0.11,0.18,8
0.31,0.25,0.1,0.15,0.05,0.03,0.05,6
0.51,0.38,0.15,0.65,0.29,0.19,0.17,11
0.42,0.31,0.11,0.28,0.09,0.08,0.1,8
0.4,0.32,0.11,0.29,0.11,0.04,0.11,9
0.43,0.32,0.13,0.35,0.11,0.06,0.13,17
0.31,0.24,0.06,0.12,0.04,0.03,0.04,10
0.47,0.35,0.13,0.49,0.19,0.1,0.16,17
0.47,0.36,0.12,0.48,0.19,0.11,0.16,9
0.35,0.26,0.09,0.21,0.1,0.05,0.06,12
0.52,0.42,0.16,0.6,0.21,0.14,0.26,14
0.48,0.37,0.13,0.48,0.19,0.11,0.15,11
0.41,0.32,0.11,0.32,0.13,0.07,0.1,9
0.26,0.2,0.07,0.1,0.04,0.03,0.03,5
0.58,0.45,0.17,0.93,0.36,0.21,0.26,12
0.57,0.44,0.16,0.78,0.27,0.17,0.29,13
0.26,0.19,0.08,0.09,0.04,0.02,0.03,5
0.53,0.39,0.13,0.67,0.29,0.15,0.18,9
0.34,0.26,0.1,0.21,0.08,0.03,0.07,8
0.52,0.38,0.14,0.53,0.18,0.12,0.19,10
0.64,0.5,0.18,1.31,0.53,0.25,0.49,17
0.61,0.49,0.17,1.09,0.43,0.23,0.38,10
0.66,0.52,0.18,1.52,0.54,0.34,0.56,15
0.64,0.5,0.18,1.32,0.55,0.29,0.49,15
0.47,0.38,0.14,0.58,0.21,0.11,0.22,13
0.52,0.4,0.16,0.82,0.25,0.16,0.3,22
0.34,0.24,0.1,0.17,0.06,0.04,0.06,8
0.52,0.4,0.17,0.8,0.26,0.18,0.28,15
0.35,0.26,0.1,0.2,0.07,0.05,0.06,8
0.47,0.36,0.13,0.53,0.2,0.14,0.15,12
0.54,0.42,0.17,0.88,0.34,0.21,0.26,9
0.48,0.36,0.13,0.46,0.19,0.11,0.15,8
0.45,0.34,0.14,0.46,0.18,0.11,0.14,10
0.5,0.36,0.14,0.53,0.21,0.15,0.14,8
0.5,0.38,0.14,0.58,0.23,0.13,0.18,11
0.55,0.44,0.17,0.88,0.29,0.16,0.28,13
0.28,0.21,0.08,0.1,0.04,0.02,0.03,5
0.35,0.27,0.09,0.19,0.07,0.04,0.06,6
0.37,0.29,0.11,0.27,0.11,0.06,0.08,8
0.42,0.33,0.13,0.46,0.19,0.11,0.15,9
0.35,0.26,0.09,0.2,0.07,0.06,0.06,9
0.4,0.31,0.11,0.28,0.1,0.07,0.1,8
0.33,0.2,0.08,0.1,0.04,0.02,0.03,7
0.24,0.17,0.07,0.06,0.02,0.01,0.02,5
0.25,0.18,0.06,0.07,0.03,0.02,0.02,4
0.25,0.19,0.07,0.07,0.03,0.02,0.02,4
0.2,0.15,0.05,0.04,0.01,0.01,0.01,3
0.59,0.47,0.17,1.1,0.4,0.23,0.36,19
0.45,0.35,0.14,0.59,0.2,0.16,0.19,13
0.5,0.39,0.13,0.77,0.26,0.1,0.27,12
0.44,0.33,0.08,0.41,0.14,0.1,0.13,7
0.52,0.41,0.14,0.85,0.31,0.15,0.32,16
0.52,0.41,0.14,0.69,0.28,0.14,0.22,10
0.5,0.39,0.13,0.71,0.28,0.17,0.18,10
0.43,0.33,0.12,0.38,0.14,0.11,0.11,8
0.51,0.42,0.14,0.82,0.3,0.22,0.24,15
0.37,0.28,0.08,0.23,0.09,0.06,0.07,7
0.54,0.42,0.13,0.82,0.27,0.23,0.24,12
0.62,0.48,0.17,1.18,0.47,0.29,0.24,10
0.57,0.44,0.18,1.12,0.39,0.2,0.38,19
0.65,0.52,0.18,1.61,0.67,0.38,0.39,13
0.62,0.47,0.18,1.3,0.51,0.34,0.32,13
0.61,0.49,0.15,1.3,0.52,0.33,0.31,13
0.59,0.46,0.17,1.16,0.38,0.25,0.28,11
0.65,0.49,0.16,1.49,0.59,0.31,0.38,17
0.57,0.42,0.16,1.01,0.38,0.19,0.34,12
0.47,0.36,0.18,0.44,0.15,0.12,0.14,7
0.5,0.44,0.16,0.74,0.2,0.2,0.21,13
0.52,0.43,0.15,0.7,0.21,0.19,0.24,12
0.39,0.29,0.1,0.27,0.11,0.06,0.08,7
0.52,0.4,0.17,0.86,0.27,0.2,0.21,11
0.54,0.42,0.18,0.9,0.28,0.24,0.28,13
0.46,0.36,0.14,0.61,0.2,0.11,0.24,13
0.36,0.26,0.09,0.19,0.08,0.04,0.07,7
0.49,0.4,0.15,0.66,0.21,0.13,0.25,12
0.63,0.51,0.19,1.24,0.51,0.35,0.31,10
0.5,0.39,0.15,0.76,0.25,0.2,0.2,13
0.49,0.39,0.14,0.59,0.24,0.1,0.18,14
0.44,0.33,0.12,0.39,0.16,0.09,0.11,6
0.52,0.4,0.17,0.76,0.19,0.17,0.32,9
0.48,0.38,0.15,0.57,0.17,0.12,0.19,10
0.42,0.31,0.1,0.29,0.12,0.07,0.09,7
0.4,0.31,0.13,0.29,0.1,0.07,0.11,8
0.45,0.36,0.16,0.57,0.17,0.12,0.23,11
0.52,0.4,0.13,0.62,0.22,0.21,0.17,14
0.51,0.4,0.16,0.84,0.27,0.18,0.29,11
0.5,0.4,0.14,0.78,0.2,0.18,0.25,14
0.54,0.41,0.15,0.99,0.28,0.21,0.36,18
0.48,0.39,0.13,0.69,0.22,0.16,0.2,11
0.33,0.26,0.08,0.2,0.06,0.05,0.07,8
0.29,0.21,0.07,0.11,0.04,0.03,0.03,4
0.3,0.23,0.08,0.13,0.05,0.03,0.03,5
0.31,0.24,0.11,0.29,0.12,0.07,0.08,5
0.34,0.26,0.08,0.18,0.07,0.04,0.05,5
0.38,0.3,0.08,0.14,0.06,0.03,0.04,6
0.42,0.33,0.1,0.47,0.23,0.11,0.11,6
0.42,0.32,0.11,0.33,0.14,0.07,0.1,5
0.42,0.32,0.09,0.36,0.18,0.08,0.09,5
0.42,0.32,0.1,0.34,0.17,0.05,0.09,7
0.43,0.31,0.11,0.37,0.16,0.08,0.11,5
0.47,0.38,0.11,0.5,0.21,0.11,0.15,7
0.47,0.35,0.14,0.63,0.26,0.14,0.18,7
0.47,0.37,0.11,0.56,0.25,0.12,0.16,7
0.47,0.38,0.12,0.6,0.28,0.15,0.14,7
0.48,0.37,0.12,0.53,0.25,0.1,0.16,9
0.48,0.37,0.14,0.63,0.34,0.1,0.16,6
0.5,0.4,0.13,0.77,0.37,0.16,0.21,7
0.51,0.39,0.19,0.61,0.27,0.14,0.17,6
0.53,0.43,0.19,0.87,0.46,0.17,0.2,8
0.54,0.42,0.12,0.81,0.39,0.15,0.22,8
0.55,0.45,0.15,0.88,0.39,0.15,0.26,10
0.57,0.44,0.15,0.98,0.45,0.24,0.25,8
0.58,0.46,0.18,1.15,0.48,0.28,0.33,10
0.59,0.46,0.16,1.09,0.5,0.22,0.29,8
0.59,0.48,0.16,1.26,0.57,0.27,0.34,8
0.6,0.49,0.19,1.19,0.48,0.2,0.36,9
0.6,0.48,0.14,1.44,0.59,0.19,0.32,8
0.6,0.5,0.16,1.33,0.62,0.28,0.35,7
0.6,0.49,0.17,1.14,0.59,0.22,0.29,8
0.61,0.48,0.18,1.2,0.54,0.28,0.31,9
0.63,0.49,0.16,1.33,0.67,0.26,0.33,9
0.63,0.5,0.19,1.36,0.58,0.31,0.38,9
0.64,0.59,0.2,1.65,0.72,0.33,0.47,11
0.64,0.5,0.18,1.5,0.59,0.31,0.43,10
0.66,0.55,0.17,1.62,0.66,0.3,0.51,11
0.66,0.53,0.22,1.79,0.67,0.36,0.41,10
0.66,0.54,0.2,1.79,0.73,0.32,0.54,14
0.68,0.56,0.21,1.93,0.71,0.36,0.45,12
0.68,0.55,0.18,1.69,0.69,0.37,0.47,12
0.69,0.55,0.18,1.66,0.87,0.27,0.44,8
0.7,0.53,0.2,2.05,0.75,0.42,0.61,13
0.7,0.53,0.19,1.6,0.71,0.37,0.43,9
0.73,0.57,0.17,2.02,1.07,0.42,0.44,9
0.21,0.15,0.07,0.04,0.02,0.01,0.01,3
0.23,0.17,0.07,0.06,0.02,0.01,0.02,3
0.23,0.18,0.05,0.06,0.02,0.01,0.02,4
0.28,0.2,0.07,0.09,0.03,0.02,0.03,3
0.28,0.21,0.06,0.11,0.04,0.03,0.03,4
0.3,0.22,0.07,0.13,0.05,0.03,0.04,5
0.31,0.23,0.08,0.16,0.07,0.04,0.04,5
0.32,0.24,0.07,0.15,0.06,0.03,0.05,6
0.34,0.27,0.07,0.19,0.06,0.04,0.07,6
0.37,0.29,0.08,0.25,0.11,0.06,0.07,5
0.38,0.29,0.09,0.24,0.12,0.04,0.07,5
0.39,0.3,0.1,0.28,0.12,0.06,0.08,6
0.41,0.31,0.07,0.32,0.16,0.07,0.09,5
0.42,0.33,0.1,0.33,0.14,0.07,0.1,6
0.44,0.34,0.11,0.39,0.18,0.08,0.11,6
0.44,0.35,0.12,0.55,0.27,0.11,0.13,5
0.44,0.33,0.1,0.42,0.19,0.09,0.11,5
0.44,0.36,0.12,0.5,0.23,0.11,0.13,6
0.45,0.35,0.13,0.48,0.22,0.09,0.12,5
0.45,0.35,0.12,0.47,0.2,0.11,0.13,7
0.46,0.35,0.12,0.46,0.19,0.1,0.14,6
0.46,0.35,0.12,0.46,0.2,0.11,0.12,5
0.46,0.35,0.12,0.42,0.2,0.09,0.11,6
0.46,0.35,0.12,0.42,0.19,0.1,0.11,5
0.47,0.36,0.11,0.47,0.23,0.1,0.12,6
0.47,0.34,0.11,0.49,0.23,0.1,0.12,8
0.48,0.39,0.11,0.57,0.31,0.1,0.14,6
0.48,0.36,0.11,0.47,0.2,0.11,0.12,7
0.48,0.37,0.1,0.51,0.24,0.1,0.14,7
0.5,0.38,0.15,0.62,0.27,0.17,0.15,6
0.5,0.38,0.11,0.49,0.22,0.09,0.13,6
0.51,0.39,0.12,0.6,0.24,0.14,0.19,6
0.52,0.4,0.12,0.65,0.29,0.14,0.17,8
0.53,0.42,0.14,0.79,0.39,0.19,0.2,6
0.53,0.43,0.13,0.81,0.4,0.17,0.2,7
0.53,0.42,0.17,0.83,0.41,0.21,0.15,5
0.53,0.41,0.14,0.68,0.31,0.14,0.18,5
0.53,0.41,0.15,0.89,0.41,0.23,0.22,7
0.54,0.44,0.14,0.73,0.33,0.16,0.21,8
0.55,0.43,0.13,0.96,0.55,0.16,0.22,7
0.56,0.43,0.14,0.96,0.44,0.22,0.24,6
0.57,0.45,0.15,1,0.5,0.19,0.25,8
0.57,0.44,0.14,0.86,0.39,0.2,0.23,7
0.58,0.45,0.16,0.95,0.43,0.21,0.26,6
0.58,0.45,0.15,0.89,0.41,0.18,0.24,7
0.59,0.45,0.16,0.9,0.41,0.22,0.23,7
0.59,0.47,0.14,1.05,0.47,0.26,0.26,6
0.6,0.47,0.16,1.18,0.54,0.27,0.31,8
0.6,0.47,0.15,1.08,0.49,0.22,0.29,8
0.6,0.47,0.15,1.03,0.41,0.27,0.29,10
0.6,0.46,0.15,0.93,0.4,0.22,0.25,7
0.6,0.46,0.15,1.24,0.6,0.27,0.29,7
0.6,0.46,0.15,1.25,0.53,0.27,0.29,8
0.61,0.48,0.15,1.15,0.56,0.27,0.26,7
0.62,0.49,0.16,1.16,0.5,0.25,0.32,9
0.62,0.5,0.17,1.33,0.6,0.3,0.36,9
0.62,0.47,0.16,1.2,0.51,0.32,0.29,7
0.62,0.51,0.18,1.27,0.54,0.32,0.32,8
0.62,0.49,0.18,1.22,0.55,0.25,0.35,9
0.62,0.48,0.16,1.32,0.69,0.23,0.33,8
0.63,0.48,0.17,1.36,0.67,0.27,0.34,9
0.63,0.49,0.17,1.13,0.48,0.24,0.32,8
0.63,0.49,0.18,1.11,0.45,0.22,0.36,7
0.63,0.5,0.2,1.43,0.66,0.34,0.38,10
0.63,0.5,0.15,1.15,0.55,0.27,0.29,8
0.63,0.48,0.17,1.29,0.6,0.27,0.35,7
0.64,0.5,0.18,1.6,0.62,0.32,0.37,10
0.64,0.5,0.2,1.3,0.56,0.3,0.37,10
0.65,0.49,0.16,1.25,0.54,0.33,0.32,8
0.65,0.5,0.18,1.51,0.67,0.38,0.38,11
0.65,0.5,0.19,1.44,0.74,0.3,0.34,8
0.67,0.52,0.19,1.64,0.81,0.37,0.39,8
0.69,0.55,0.21,1.93,0.79,0.43,0.5,12
0.69,0.54,0.19,1.71,0.77,0.39,0.43,7
0.7,0.55,0.16,1.85,0.77,0.44,0.42,9
0.7,0.53,0.18,1.74,0.7,0.39,0.51,11
0.7,0.58,0.21,1.8,0.73,0.39,0.52,12
0.71,0.56,0.21,2.38,0.99,0.5,0.62,9
0.77,0.59,0.18,2.4,1.13,0.51,0.53,11
0.77,0.6,0.22,2.19,1.05,0.48,0.58,9
0.22,0.16,0.05,0.05,0.02,0.01,0.02,3
0.28,0.21,0.07,0.11,0.5,0.02,0.03,4
0.29,0.21,0.06,0.1,0.04,0.02,0.04,4
0.33,0.24,0.08,0.16,0.07,0.03,0.05,5
0.36,0.29,0.1,0.23,0.1,0.05,0.07,5
0.38,0.29,0.1,0.22,0.09,0.04,0.08,5
0.42,0.32,0.1,0.36,0.18,0.08,0.1,7
0.43,0.33,0.12,0.33,0.13,0.08,0.1,5
0.43,0.34,0.1,0.35,0.16,0.08,0.09,6
0.43,0.32,0.1,0.35,0.16,0.08,0.09,6
0.44,0.34,0.1,0.41,0.21,0.07,0.1,6
0.44,0.34,0.12,0.42,0.17,0.08,0.11,6
0.46,0.35,0.11,0.38,0.15,0.06,0.13,6
0.46,0.37,0.12,0.53,0.26,0.11,0.13,5
0.47,0.36,0.11,0.44,0.21,0.1,0.12,6
0.48,0.37,0.1,0.13,0.2,0.09,0.12,6
0.48,0.38,0.12,0.52,0.23,0.12,0.15,6
0.49,0.38,0.13,0.55,0.27,0.11,0.16,7
0.49,0.38,0.13,0.54,0.28,0.12,0.13,7
0.49,0.38,0.11,0.55,0.29,0.1,0.15,7
0.5,0.38,0.12,0.51,0.23,0.12,0.14,6
0.5,0.39,0.13,0.58,0.29,0.13,0.16,7
0.5,0.38,0.12,0.58,0.27,0.14,0.15,8
0.51,0.4,0.14,0.72,0.38,0.15,0.18,6
0.51,0.4,0.16,0.54,0.25,0.11,0.17,7
0.51,0.39,0.15,0.63,0.31,0.12,0.17,7
0.52,0.4,0.13,0.59,0.27,0.12,0.17,8
0.52,0.4,0.14,0.63,0.3,0.13,0.18,8
0.55,0.43,0.14,0.83,0.44,0.17,0.2,8
0.55,0.42,0.15,0.78,0.37,0.15,0.21,6
0.55,0.42,0.12,0.79,0.4,0.19,0.17,6
0.55,0.4,0.14,0.78,0.37,0.22,0.18,8
0.55,0.42,0.13,0.64,0.29,0.14,0.18,7
0.55,0.44,0.14,0.84,0.43,0.2,0.19,7
0.56,0.43,0.13,0.65,0.28,0.13,0.21,7
0.57,0.43,0.13,0.78,0.35,0.19,0.21,8
0.57,0.45,0.18,0.91,0.4,0.22,0.26,8
0.57,0.45,0.14,1.02,0.55,0.2,0.25,8
0.57,0.43,0.16,0.81,0.39,0.16,0.23,8
0.58,0.48,0.15,0.9,0.42,0.19,0.25,7
0.58,0.46,0.13,0.85,0.41,0.17,0.23,7
0.59,0.45,0.15,0.94,0.47,0.2,0.23,6
0.59,0.44,0.14,0.7,0.31,0.13,0.22,7
0.59,0.47,0.15,0.86,0.41,0.16,0.25,7
0.59,0.46,0.14,1,0.5,0.22,0.26,8
0.59,0.46,0.16,1.01,0.45,0.26,0.26,7
0.6,0.47,0.15,1.1,0.54,0.17,0.27,7
0.6,0.47,0.17,1.11,0.49,0.23,0.33,8
0.6,0.46,0.14,0.85,0.42,0.23,0.23,8
0.6,0.49,0.21,1.99,1.01,0.42,0.49,9
0.61,0.48,0.15,1.08,0.45,0.28,0.29,9
0.62,0.48,0.17,1.06,0.54,0.25,0.23,8
0.62,0.45,0.15,1.2,0.71,0.21,0.25,6
0.62,0.47,0.16,1.08,0.59,0.21,0.25,8
0.62,0.48,0.18,1.1,0.46,0.31,0.27,9
0.62,0.49,0.16,1.1,0.51,0.25,0.31,8
0.62,0.48,0.15,1.1,0.5,0.24,0.31,9
0.63,0.5,0.19,1.38,0.71,0.3,0.35,10
0.63,0.49,0.16,1.12,0.48,0.28,0.31,8
0.63,0.48,0.15,1.09,0.46,0.24,0.33,9
0.63,0.51,0.15,1.32,0.63,0.25,0.37,10
0.63,0.51,0.18,1.34,0.66,0.26,0.38,9
0.63,0.47,0.15,1.03,0.54,0.19,0.18,7
0.65,0.52,0.16,1.18,0.51,0.31,0.34,8
0.65,0.48,0.15,1.19,0.61,0.26,0.29,8
0.65,0.52,0.18,1.29,0.58,0.35,0.32,8
0.65,0.52,0.13,1.18,0.52,0.28,0.33,8
0.65,0.52,0.18,1.27,0.62,0.28,0.34,8
0.65,0.54,0.18,1.29,0.61,0.28,0.34,9
0.65,0.51,0.16,1.41,0.72,0.3,0.34,8
0.65,0.49,0.16,1.12,0.55,0.23,0.31,8
0.66,0.52,0.17,1.45,0.69,0.3,0.38,9
0.67,0.51,0.17,1.35,0.6,0.32,0.36,8
0.67,0.5,0.2,1.27,0.58,0.3,0.35,10
0.67,0.51,0.18,1.68,0.93,0.3,0.39,12
0.68,0.55,0.19,1.55,0.71,0.37,0.41,12
0.68,0.52,0.17,1.48,0.72,0.28,0.41,10
0.68,0.53,0.18,1.53,0.76,0.31,0.4,10
0.7,0.53,0.18,1.76,0.87,0.36,0.47,9
0.7,0.55,0.2,1.52,0.69,0.31,0.44,12
0.73,0.53,0.19,1.73,0.83,0.4,0.41,10
0.73,0.55,0.2,1.51,0.87,0.43,0.51,8
0.74,0.57,0.18,1.88,0.91,0.39,0.49,10
0.74,0.58,0.22,2.01,0.89,0.53,0.47,11
0.75,0.56,0.22,2.2,1.06,0.52,0.53,10
0.19,0.14,0.03,0.03,0.01,0.01,0.01,2
0.21,0.15,0.05,0.04,0.01,0.01,0.01,3
0.25,0.18,0.06,0.06,0.03,0.01,0.02,3
0.34,0.25,0.08,0.17,0.07,0.03,0.06,5
0.35,0.26,0.1,0.18,0.08,0.04,0.06,5
0.36,0.26,0.08,0.19,0.08,0.05,0.06,6
0.36,0.26,0.08,0.18,0.07,0.03,0.06,4
0.37,0.28,0.09,0.21,0.1,0.04,0.06,6
0.38,0.29,0.14,0.3,0.14,0.06,0.08,7
0.38,0.28,0.1,0.23,0.1,0.05,0.07,6
0.39,0.3,0.13,0.34,0.17,0.07,0.08,6
0.39,0.29,0.09,0.24,0.12,0.04,0.07,7
0.4,0.32,0.1,0.31,0.15,0.05,0.09,7
0.4,0.31,0.1,0.34,0.18,0.06,0.09,6
0.41,0.31,0.1,0.27,0.1,0.06,0.09,6
0.41,0.31,0.11,0.91,0.42,0.21,0.1,7
0.41,0.31,0.1,0.27,0.11,0.05,0.09,6
0.41,0.3,0.09,0.29,0.14,0.06,0.08,5
0.41,0.32,0.1,0.3,0.12,0.06,0.1,7
0.41,0.33,0.11,0.33,0.13,0.08,0.1,7
0.42,0.34,0.1,0.36,0.17,0.07,0.11,6
0.42,0.33,0.12,0.31,0.13,0.06,0.1,7
0.42,0.32,0.11,0.4,0.19,0.08,0.1,7
0.43,0.34,0.11,0.36,0.16,0.09,0.11,6
0.45,0.36,0.11,0.42,0.18,0.08,0.14,8
0.45,0.33,0.12,0.43,0.22,0.08,0.12,7
0.45,0.34,0.1,0.35,0.16,0.06,0.12,6
0.46,0.34,0.12,0.49,0.26,0.07,0.13,7
0.46,0.35,0.1,0.47,0.25,0.08,0.12,7
0.46,0.35,0.11,0.42,0.19,0.09,0.11,7
0.48,0.36,0.12,0.52,0.28,0.09,0.13,6
0.48,0.38,0.12,0.59,0.25,0.13,0.17,10
0.49,0.38,0.13,0.52,0.22,0.12,0.16,7
0.49,0.37,0.14,0.45,0.19,0.09,0.23,7
0.49,0.37,0.13,0.56,0.25,0.13,0.16,9
0.51,0.39,0.13,0.6,0.25,0.1,0.21,8
0.51,0.38,0.14,0.54,0.26,0.1,0.17,8
0.51,0.39,0.15,0.77,0.4,0.14,0.18,7
0.52,0.4,0.14,0.52,0.2,0.13,0.16,8
0.52,0.41,0.14,0.74,0.31,0.14,0.2,6
0.52,0.39,0.11,0.53,0.24,0.1,0.16,7
0.53,0.39,0.13,0.61,0.24,0.13,0.2,7
0.53,0.42,0.15,0.71,0.33,0.15,0.2,9
0.53,0.4,0.13,0.64,0.35,0.13,0.2,7
0.53,0.38,0.12,0.63,0.3,0.11,0.19,8
0.54,0.43,0.16,0.78,0.33,0.17,0.25,9
0.55,0.44,0.15,0.95,0.37,0.24,0.28,7
0.55,0.43,0.15,0.71,0.3,0.15,0.23,9
0.55,0.43,0.15,0.89,0.43,0.17,0.24,9
0.55,0.42,0.16,0.91,0.5,0.18,0.21,8
0.55,0.43,0.14,0.66,0.26,0.17,0.2,9
0.55,0.47,0.15,0.94,0.48,0.17,0.24,8
0.56,0.44,0.15,0.7,0.26,0.16,0.24,10
0.56,0.45,0.18,1.15,0.55,0.24,0.28,7
0.56,0.44,0.14,0.83,0.4,0.14,0.25,9
0.56,0.44,0.14,0.72,0.33,0.1,0.25,10
0.57,0.43,0.15,0.82,0.33,0.17,0.29,10
0.57,0.45,0.16,1.02,0.53,0.2,0.27,9
0.58,0.44,0.16,0.9,0.41,0.23,0.23,8
0.58,0.44,0.18,1.23,0.54,0.27,0.33,9
0.58,0.47,0.15,0.99,0.47,0.22,0.25,10
0.58,0.43,0.15,0.84,0.36,0.19,0.27,8
0.59,0.46,0.15,0.85,0.34,0.17,0.3,9
0.59,0.47,0.17,0.89,0.4,0.16,0.27,9
0.59,0.42,0.15,0.67,0.29,0.13,0.22,8
0.59,0.46,0.13,0.88,0.41,0.21,0.23,7
0.59,0.47,0.15,0.92,0.45,0.17,0.25,8
0.59,0.48,0.14,0.98,0.46,0.2,0.28,9
0.6,0.48,0.14,1.03,0.49,0.22,0.28,9
0.6,0.48,0.09,1.05,0.46,0.27,0.28,7
0.6,0.5,0.19,1.11,0.51,0.26,0.37,10
0.6,0.45,0.15,0.88,0.43,0.16,0.24,8
0.6,0.51,0.19,1.29,0.61,0.27,0.32,8
0.61,0.48,0.19,1.31,0.69,0.29,0.29,9
0.61,0.45,0.13,0.87,0.39,0.17,0.27,10
0.62,0.46,0.15,1.03,0.49,0.2,0.27,9
0.62,0.47,0.14,1.16,0.6,0.22,0.31,8
0.62,0.48,0.17,1.01,0.53,0.44,0.32,9
0.63,0.5,0.14,1.1,0.54,0.22,0.3,9
0.63,0.49,0.17,1.21,0.52,0.31,0.35,9
0.63,0.51,0.18,1.22,0.56,0.25,0.34,11
0.63,0.48,0.16,1,0.45,0.25,0.27,9
0.63,0.47,0.15,1.14,0.54,0.23,0.31,11
0.63,0.53,0.2,1.31,0.49,0.26,0.47,9
0.64,0.51,0.16,1.2,0.56,0.21,0.35,10
0.64,0.49,0.15,1.1,0.52,0.22,0.32,9
0.64,0.5,0.17,1.14,0.54,0.28,0.29,9
0.64,0.5,0.17,1.23,0.49,0.38,0.29,10
0.64,0.52,0.08,1.04,0.52,0.18,0.18,9
0.65,0.52,0.16,1.37,0.62,0.29,0.37,8
0.65,0.51,0.18,1.45,0.65,0.27,0.45,11
0.66,0.51,0.19,1.4,0.63,0.34,0.37,8
