"height","lengthe","area","eccen","p_black","p_and","mean_tr","blackpix","blackand","wb_trans","class"
7,39,273,5.57,0.29,0.73,1.43,80,200,56,0
7,7,49,1,0.25,0.88,1.71,12,43,7,0
8,39,312,4.88,0.22,0.82,1.21,70,257,58,0
7,54,378,7.71,0.24,0.8,1.53,89,302,58,0
7,32,224,4.57,0.27,0.83,1.28,60,186,47,0
7,51,357,7.29,0.32,0.78,1.49,115,280,77,0
7,48,336,6.86,0.27,0.65,1.61,90,219,56,0
7,13,91,1.86,0.29,0.99,1.73,26,90,15,0
7,8,56,1.14,0.27,0.68,1.15,15,38,13,0
7,17,119,2.43,0.23,0.89,1.5,27,106,18,0
7,10,70,1.43,0.29,0.83,1.33,20,58,15,0
7,11,77,1.57,0.29,0.91,1.29,22,70,17,0
10,13,130,1.3,0.23,0.8,1.76,30,104,17,0
6,11,66,1.83,0.36,0.96,1.33,24,63,18,0
7,19,133,2.71,0.35,0.84,1.77,46,112,26,0
7,14,98,2,0.21,0.79,1.11,21,77,19,0
8,20,160,2.5,0.21,0.81,1.38,33,130,24,0
6,26,156,4.33,0.29,0.87,1.29,45,136,35,0
8,30,240,3.75,0.23,0.67,1.23,54,161,44,0
8,10,80,1.25,0.24,0.93,1.73,19,74,11,0
7,13,91,1.86,0.34,0.85,1.82,31,77,17,0
7,39,273,5.57,0.33,0.85,1.43,90,233,63,0
5,18,90,3.6,0.47,0.87,1.91,42,78,22,0
6,16,96,2.67,0.2,0.76,2.38,19,73,8,0
7,27,189,3.86,0.37,0.84,1.79,70,159,39,0
7,8,56,1.14,0.36,0.79,1.54,20,44,13,0
7,17,119,2.43,0.26,0.95,1.82,31,113,17,0
7,11,77,1.57,0.36,0.92,2,28,71,14,0
7,11,77,1.57,0.3,0.78,1.64,23,60,14,0
7,23,161,3.29,0.34,0.78,1.45,55,126,38,0
7,7,49,1,0.33,1,1.33,16,49,12,0
7,8,56,1.14,0.34,0.88,2.38,19,49,8,0
6,13,78,2.17,0.27,0.67,1.5,21,52,14,0
7,16,112,2.29,0.29,0.71,1.88,32,79,17,0
6,28,168,4.67,0.37,0.78,1.77,62,131,35,0
7,34,238,4.86,0.27,0.58,1.55,65,139,42,0
7,18,126,2.57,0.29,0.63,1.57,36,79,23,0
7,11,77,1.57,0.35,0.73,1.5,27,56,18,0
7,21,147,3,0.33,0.91,1.71,48,134,28,0
7,14,98,2,0.29,0.76,1.56,28,74,18,0
7,52,364,7.43,0.27,0.79,1.22,99,287,81,0
1,14,14,14,0.57,1,2.67,8,14,3,0
5,18,90,3.6,0.4,0.81,1.64,36,73,22,0
5,36,180,7.2,0.41,0.96,1.35,73,173,54,0
7,11,77,1.57,0.38,0.95,1.38,29,73,21,0
9,29,261,3.22,0.29,0.75,1.53,75,195,49,0
9,37,333,4.11,0.23,0.59,1.27,76,195,60,0
7,16,112,2.29,0.3,0.92,1.18,33,103,28,0
8,26,208,3.25,0.24,0.78,1.26,49,162,39,0
7,11,77,1.57,0.3,0.73,1.35,23,56,17,0
5,13,65,2.6,0.48,0.94,1.48,31,61,21,0
5,7,35,1.4,0.54,1,2.11,19,35,9,0
5,14,70,2.8,0.46,1,1.52,32,70,21,0
7,30,210,4.29,0.3,0.89,1.43,63,186,44,0
7,9,63,1.29,0.24,0.62,1.5,15,39,10,0
7,16,112,2.29,0.29,0.96,1.68,32,107,19,0
7,11,77,1.57,0.25,0.61,1.36,19,47,14,0
7,27,189,3.86,0.29,1,1.32,54,189,41,0
7,7,49,1,0.27,0.8,1.44,13,39,9,0
7,21,147,3,0.33,0.79,1.4,49,116,35,0
7,33,231,4.71,0.37,0.9,1.57,85,207,54,0
7,17,119,2.43,0.34,0.91,1.48,40,108,27,0
7,12,84,1.71,0.36,0.81,1.67,30,68,18,0
7,19,133,2.71,0.41,0.94,1.74,54,125,31,0
7,30,210,4.29,0.33,1,1.38,69,210,50,0
7,8,56,1.14,0.27,0.77,1.07,15,43,14,0
7,11,77,1.57,0.31,0.84,1.33,24,65,18,0
9,24,216,2.67,0.22,0.59,1.38,47,127,34,0
7,24,168,3.43,0.24,0.77,1.46,41,130,28,0
7,20,140,2.86,0.26,0.75,1.33,36,105,27,0
9,30,270,3.33,0.25,0.94,1.46,67,253,46,0
5,19,95,3.8,0.39,0.9,1.32,37,85,28,0
5,11,55,2.2,0.36,1,1.33,20,55,15,0
7,16,112,2.29,0.24,0.63,1.93,27,71,14,0
5,7,35,1.4,0.4,1,1.17,14,35,12,0
7,22,154,3.14,0.25,0.71,1.23,38,110,31,0
9,17,153,1.89,0.24,0.65,1.44,36,99,25,0
10,33,330,3.3,0.18,0.56,1.4,60,186,43,0
7,14,98,2,0.31,0.96,1.3,30,94,23,0
7,18,126,2.57,0.28,0.98,1.35,35,123,26,0
7,5,35,0.71,0.26,1,1.13,9,35,8,0
7,41,287,5.86,0.33,0.77,1.42,94,222,66,0
9,20,180,2.22,0.29,0.58,1.51,53,104,35,0
7,6,42,0.86,0.38,1,2.29,16,42,7,0
7,4,28,0.57,0.25,0.86,1.75,7,24,4,0
7,14,98,2,0.41,0.98,1.74,40,96,23,0
8,15,120,1.88,0.27,0.91,1.23,32,109,26,0
7,21,147,3,0.32,0.71,1.68,47,105,28,0
9,72,648,8,0.24,0.55,1.61,156,355,97,0
7,21,147,3,0.28,0.75,1.52,41,110,27,0
7,38,266,5.43,0.34,0.73,1.55,90,194,58,0
7,11,77,1.57,0.36,0.94,1.4,28,72,20,0
7,32,224,4.57,0.31,0.78,1.25,69,174,55,0
7,36,252,5.14,0.3,0.87,1.36,76,220,56,0
10,63,630,6.3,0.18,0.62,1.4,116,389,83,0
7,43,301,6.14,0.29,0.85,1.33,88,256,66,0
7,24,168,3.43,0.28,0.61,1.38,47,102,34,0
9,19,171,2.11,0.29,0.68,1.52,50,117,33,0
7,30,210,4.29,0.34,0.76,1.54,71,160,46,0
7,7,49,1,0.31,0.9,1.36,15,44,11,0
6,11,66,1.83,0.35,1,1.53,23,66,15,0
9,28,252,3.11,0.25,0.77,1.47,63,194,43,0
7,20,140,2.86,0.23,0.86,1.19,32,121,27,0
7,14,98,2,0.27,0.83,1.18,26,81,22,0
6,11,66,1.83,0.36,0.83,1.6,24,55,15,0
6,19,114,3.17,0.31,0.9,1.59,35,103,22,0
7,32,224,4.57,0.27,0.86,1.53,61,193,40,0
6,10,60,1.67,0.32,0.85,1.19,19,51,16,0
6,14,84,2.33,0.27,1,1.28,23,84,18,0
9,24,216,2.67,0.21,0.47,1.28,46,101,36,0
6,24,144,4,0.29,0.78,1.35,42,112,31,0
6,11,66,1.83,0.3,0.97,1.33,20,64,15,0
5,8,40,1.6,0.35,0.98,1,14,39,14,0
7,20,140,2.86,0.33,1,1.48,46,140,31,0
7,4,28,0.57,0.39,0.68,3.67,11,19,3,0
7,51,357,7.29,0.33,0.87,1.66,116,311,70,0
7,11,77,1.57,0.42,0.96,1.6,32,74,20,0
8,44,352,5.5,0.28,0.67,1.43,100,237,70,0
6,24,144,4,0.26,0.76,1.46,38,110,26,0
7,38,266,5.43,0.29,0.75,1.69,76,199,45,0
7,4,28,0.57,0.25,0.89,1.75,7,25,4,0
7,25,175,3.57,0.19,0.81,1.22,33,141,27,0
7,22,154,3.14,0.33,0.81,1.32,50,124,38,0
7,21,147,3,0.39,0.91,1.84,57,134,31,0
8,27,216,3.38,0.28,0.87,1.36,61,188,45,0
7,13,91,1.86,0.33,0.84,1.58,30,76,19,0
7,8,56,1.14,0.39,1,1.69,22,56,13,0
7,33,231,4.71,0.35,0.99,1.53,81,228,53,0
9,9,81,1,0.27,0.75,1.38,22,61,16,0
9,11,99,1.22,0.25,0.78,1.92,25,77,13,0
7,40,280,5.71,0.31,0.94,1.43,87,263,61,0
7,11,77,1.57,0.3,1,1.77,23,77,13,0
10,31,310,3.1,0.2,0.65,1.3,61,202,47,0
10,38,380,3.8,0.19,0.46,1.37,71,176,52,0
9,43,387,4.78,0.27,0.61,1.68,106,234,63,0
7,7,49,1,0.29,1,1.27,14,49,11,0
7,21,147,3,0.31,0.74,1.67,45,109,27,0
7,11,77,1.57,0.38,0.97,1.61,29,75,18,0
6,14,84,2.33,0.29,1,1.2,24,84,20,0
6,13,78,2.17,0.33,0.91,1.37,26,71,19,0
6,10,60,1.67,0.4,0.97,1.5,24,58,16,0
5,6,30,1.2,0.43,0.97,1.63,13,29,8,0
5,12,60,2.4,0.48,1,1.38,29,60,21,0
10,49,490,4.9,0.17,0.65,1.35,81,318,60,0
6,13,78,2.17,0.33,0.85,1.37,26,66,19,0
6,11,66,1.83,0.39,0.96,1.53,26,63,17,0
6,13,78,2.17,0.31,1,1.41,24,78,17,0
8,16,128,2,0.21,0.67,1.42,27,86,19,0
6,11,66,1.83,0.33,0.79,1.47,22,52,15,0
6,30,180,5,0.31,0.8,1.22,56,144,46,0
4,20,80,5,0.39,0.93,1.41,31,74,22,0
4,22,88,5.5,0.43,0.98,1.46,38,86,26,0
5,21,105,4.2,0.33,0.79,1.46,35,83,24,0
9,29,261,3.22,0.23,0.61,1.3,60,160,46,0
7,34,238,4.86,0.29,0.76,1.36,68,180,50,0
7,6,42,0.86,0.45,0.98,1.73,19,41,11,0
7,41,287,5.86,0.34,0.72,1.58,98,207,62,0
7,46,322,6.57,0.35,0.99,1.46,114,320,78,0
8,8,64,1,0.22,0.88,1.56,14,56,9,0
7,14,98,2,0.35,1,2,34,98,17,0
5,20,100,4,0.49,0.99,1.58,49,99,31,0
9,20,180,2.22,0.23,0.5,1.62,42,90,26,0
8,7,56,0.88,0.27,0.79,1.67,15,44,9,0
8,17,136,2.13,0.2,0.6,3,27,82,9,0
8,19,152,2.38,0.18,0.72,1.5,27,110,18,0
8,19,152,2.38,0.18,0.85,1.47,28,129,19,0
7,14,98,2,0.33,0.85,1.45,32,83,22,0
7,16,112,2.29,0.26,1,2.07,29,112,14,0
7,14,98,2,0.32,0.85,1.48,31,83,21,0
7,11,77,1.57,0.36,0.9,1.47,28,69,19,0
7,33,231,4.71,0.26,0.84,1.2,61,195,51,0
7,36,252,5.14,0.28,0.94,1.25,70,236,56,0
10,251,2510,25.1,0.18,0.52,1.37,449,1293,327,0
7,6,42,0.86,0.33,0.64,1.75,14,27,8,0
7,19,133,2.71,0.2,0.41,2.25,27,54,12,0
6,15,90,2.5,0.27,0.83,2,24,75,12,0
6,6,36,1,0.42,1,1.88,15,36,8,0
7,17,119,2.43,0.31,0.91,1.54,37,108,24,0
7,20,140,2.86,0.25,0.66,1.46,35,92,24,0
7,24,168,3.43,0.27,0.71,1.61,45,119,28,0
7,19,133,2.71,0.28,0.66,1.37,37,88,27,0
6,7,42,1.17,0.29,0.86,1.5,12,36,8,0
7,11,77,1.57,0.33,0.83,1.47,25,64,17,0
7,42,294,6,0.24,0.57,1.33,69,168,52,0
5,14,70,2.8,0.39,0.86,1.69,27,60,16,0
7,22,154,3.14,0.25,0.88,1.19,38,136,32,0
8,4,32,0.5,0.25,0.34,8,8,11,1,0
7,11,77,1.57,0.31,1,1.33,24,77,18,0
7,34,238,4.86,0.3,0.94,1.31,71,223,54,0
7,6,42,0.86,0.33,1,1.4,14,42,10,0
9,45,405,5,0.26,0.81,1.4,105,326,75,0
7,16,112,2.29,0.31,0.97,1.75,35,109,20,0
7,11,77,1.57,0.39,0.77,1.76,30,59,17,0
7,74,518,10.57,0.28,0.68,1.57,143,354,91,0
7,31,217,4.43,0.29,0.67,1.55,62,146,40,0
7,11,77,1.57,0.4,0.96,1.55,31,74,20,0
8,47,376,5.88,0.27,0.6,1.56,100,227,64,0
7,56,392,8,0.32,0.83,1.45,125,325,86,0
7,24,168,3.43,0.2,0.76,1.38,33,128,24,0
8,40,320,5,0.21,0.66,1.24,68,211,55,0
6,27,162,4.5,0.24,0.99,1.11,39,160,35,0
6,44,264,7.33,0.25,0.69,1.68,67,182,40,0
9,26,234,2.89,0.18,0.52,1.37,41,121,30,0
7,20,140,2.86,0.31,0.85,1.48,43,119,29,0
6,19,114,3.17,0.33,0.93,1.27,38,106,30,0
6,25,150,4.17,0.31,1,1.38,47,150,34,0
6,11,66,1.83,0.33,0.97,1.57,22,64,14,0
7,16,112,2.29,0.26,0.77,2.07,29,86,14,0
5,33,165,6.6,0.38,0.9,1.44,62,149,43,0
10,37,370,3.7,0.15,0.46,1.39,57,169,41,0
10,11,110,1.1,0.2,0.55,2.2,22,60,10,0
9,17,153,1.89,0.23,0.58,1.67,35,89,21,0
9,5,45,0.56,0.24,0.62,1.83,11,28,6,0
7,26,182,3.71,0.19,0.63,1.52,35,114,23,0
7,21,147,3,0.26,0.84,1.46,38,123,26,0
7,11,77,1.57,0.42,0.82,2,32,63,16,0
7,86,602,12.29,0.29,0.7,1.69,177,422,105,0
7,33,231,4.71,0.35,0.88,1.36,80,203,59,0
7,9,63,1.29,0.35,0.75,1.69,22,47,13,0
9,11,99,1.22,0.22,0.74,1.29,22,73,17,0
9,22,198,2.44,0.21,0.76,1.62,42,151,26,0
7,47,329,6.71,0.29,0.72,1.4,94,236,67,0
7,11,77,1.57,0.3,0.65,1.77,23,50,13,0
7,19,133,2.71,0.33,0.73,1.69,44,97,26,0
7,25,175,3.57,0.3,0.71,1.51,53,124,35,0
7,207,1449,29.57,0.25,0.77,1.29,361,1117,279,0
7,51,357,7.29,0.28,0.91,1.35,101,325,75,0
6,26,156,4.33,0.29,0.68,1.41,45,106,32,0
9,28,252,3.11,0.26,0.61,1.51,65,153,43,0
6,13,78,2.17,0.36,0.78,1.33,28,61,21,0
6,11,66,1.83,0.32,0.71,1.31,21,47,16,0
8,30,240,3.75,0.24,0.67,1.35,58,160,43,0
6,12,72,2,0.36,0.9,1.44,26,65,18,0
4,11,44,2.75,0.43,1,1.36,19,44,14,0
7,20,140,2.86,0.36,0.7,1.85,50,98,27,0
7,43,301,6.14,0.32,0.8,1.41,96,241,68,0
7,19,133,2.71,0.34,0.83,1.67,45,110,27,0
7,41,287,5.86,0.31,0.81,1.52,88,232,58,0
7,11,77,1.57,0.42,0.97,1.52,32,75,21,0
7,15,105,2.14,0.34,1,1.64,36,105,22,0
9,65,585,7.22,0.27,0.73,1.67,155,427,93,0
7,11,77,1.57,0.38,0.96,1.45,29,74,20,0
9,44,396,4.89,0.24,0.78,1.42,95,307,67,0
7,7,49,1,0.31,0.96,1.67,15,47,9,0
7,23,161,3.29,0.27,0.84,1.47,44,135,30,0
7,7,49,1,0.33,1,2,16,49,8,0
6,11,66,1.83,0.38,0.82,1.67,25,54,15,0
4,6,24,1.5,0.54,1,1.63,13,24,8,0
4,4,16,1,0.56,0.94,4.5,9,15,2,0
5,17,85,3.4,0.39,0.86,1.83,33,73,18,0
5,40,200,8,0.44,0.94,1.4,88,187,63,0
6,38,228,6.33,0.38,0.83,1.51,86,190,57,0
7,19,133,2.71,0.4,1,1.71,53,133,31,0
7,18,126,2.57,0.24,0.71,1.15,30,90,26,0
7,23,161,3.29,0.28,0.78,1.29,45,126,35,0
7,7,49,1,0.35,1,1.42,17,49,12,0
9,41,369,4.56,0.26,0.74,1.41,97,274,69,0
9,24,216,2.67,0.29,0.91,1.72,62,197,36,0
9,39,351,4.33,0.26,0.7,1.49,91,244,61,0
9,52,468,5.78,0.31,0.72,1.66,143,336,86,0
9,26,234,2.89,0.29,0.8,1.74,68,186,39,0
7,45,315,6.43,0.25,0.71,1.29,80,223,62,0
5,8,40,1.6,0.55,0.95,1.83,22,38,12,0
5,12,60,2.4,0.55,0.98,2.2,33,59,15,0
5,9,45,1.8,0.33,1,1.88,15,45,8,0
8,48,384,6,0.22,0.56,1.37,85,214,62,0
5,43,215,8.6,0.46,1,1.42,98,215,69,0
6,40,240,6.67,0.3,0.73,1.37,71,175,52,0
7,17,119,2.43,0.34,0.87,1.74,40,104,23,0
9,34,306,3.78,0.21,0.49,1.42,64,151,45,0
7,59,413,8.43,0.23,0.66,1.24,94,272,76,0
9,91,819,10.11,0.21,0.73,1.37,169,599,123,0
9,103,927,11.44,0.24,0.66,1.42,225,615,159,0
5,13,65,2.6,0.43,0.92,1.87,28,60,15,0
6,13,78,2.17,0.31,0.97,1.41,24,76,17,0
5,32,160,6.4,0.41,1,1.41,65,160,46,0
5,28,140,5.6,0.32,0.95,1.45,45,133,31,0
5,6,30,1.2,0.43,1,1.63,13,30,8,0
5,3,15,0.6,0.53,1,2.67,8,15,3,0
7,23,161,3.29,0.33,0.94,1.39,53,151,38,0
7,5,35,0.71,0.43,0.89,2.5,15,31,6,0
6,13,78,2.17,0.36,0.89,1.65,28,69,17,0
6,12,72,2,0.38,0.94,1.5,27,68,18,0
9,18,162,2,0.26,0.71,1.56,42,115,27,0
7,10,70,1.43,0.3,0.77,1.5,21,54,14,0
7,11,77,1.57,0.36,0.95,1.47,28,73,19,0
9,30,270,3.33,0.29,0.6,1.51,77,162,51,0
7,33,231,4.71,0.36,0.75,1.68,84,174,50,0
7,44,308,6.29,0.17,0.46,1.58,52,140,33,0
9,157,1413,17.44,0.22,0.54,1.58,313,763,198,0
7,11,77,1.57,0.36,0.91,1.75,28,70,16,0
6,19,114,3.17,0.29,0.79,1.38,33,90,24,0
6,18,108,3,0.32,1,1.62,34,108,21,0
6,16,96,2.67,0.35,1,1.48,34,96,23,0
5,7,35,1.4,0.4,0.94,1.75,14,33,8,0
5,4,20,0.8,0.45,0.8,3,9,16,3,0
7,26,182,3.71,0.37,0.85,1.66,68,154,41,0
7,35,245,5,0.27,0.94,1.32,66,230,50,0
7,37,259,5.29,0.28,0.77,1.35,73,200,54,0
9,48,432,5.33,0.26,0.74,1.41,111,319,79,0
9,86,774,9.56,0.21,0.52,1.29,163,400,126,0
5,4,20,0.8,0.6,1,2.4,12,20,5,0
5,27,135,5.4,0.3,0.89,1.41,41,120,29,0
7,15,105,2.14,0.37,0.83,1.77,39,87,22,0
7,26,182,3.71,0.35,0.73,1.5,63,132,42,0
7,20,140,2.86,0.25,0.59,1.35,35,83,26,0
7,17,119,2.43,0.36,0.78,1.65,43,93,26,0
9,82,738,9.11,0.25,0.56,1.48,181,415,122,0
7,65,455,9.29,0.28,0.85,1.57,129,385,82,0
9,92,828,10.22,0.24,0.64,1.54,199,531,129,0
9,48,432,5.33,0.23,0.66,1.42,98,284,69,0
7,52,364,7.43,0.27,0.96,1.21,97,349,80,0
5,43,215,8.6,0.37,0.89,1.45,80,191,55,0
5,4,20,0.8,0.5,0.7,10,10,14,1,0
9,20,180,2.22,0.26,0.62,1.68,47,111,28,0
6,14,84,2.33,0.3,0.62,1.79,25,52,14,0
7,11,77,1.57,0.3,1,1.21,23,77,19,0
7,13,91,1.86,0.37,0.9,1.7,34,82,20,0
7,30,210,4.29,0.32,0.95,1.55,68,199,44,0
7,31,217,4.43,0.28,0.68,1.56,61,148,39,0
10,262,2620,26.2,0.19,0.66,1.31,484,1715,369,0
7,36,252,5.14,0.26,0.67,1.27,66,169,52,0
7,18,126,2.57,0.36,1,1.55,45,126,29,0
7,11,77,1.57,0.38,1,1.53,29,77,19,0
7,25,175,3.57,0.37,1,1.63,65,175,40,0
7,33,231,4.71,0.35,0.96,1.45,81,221,56,0
9,17,153,1.89,0.31,0.99,1.38,47,151,34,0
8,6,48,0.75,0.38,1,1.64,18,48,11,0
7,13,91,1.86,0.31,0.82,1.33,28,75,21,0
7,18,126,2.57,0.25,0.84,1.39,32,106,23,0
7,38,266,5.43,0.25,0.63,1.4,67,167,48,0
9,262,2358,29.11,0.21,0.7,1.38,492,1657,356,0
6,19,114,3.17,0.32,0.89,1.8,36,101,20,0
5,32,160,6.4,0.41,0.99,1.35,66,159,49,0
5,23,115,4.6,0.32,1,1.32,37,115,28,0
5,5,25,1,0.28,0.72,1.75,7,18,4,0
8,41,328,5.13,0.21,0.66,1.44,69,217,48,0
7,10,70,1.43,0.33,0.81,1.28,23,57,18,0
7,54,378,7.71,0.29,0.88,1.4,108,332,77,0
9,16,144,1.78,0.17,0.82,1.32,25,118,19,0
6,8,48,1.33,0.31,0.88,1.07,15,42,14,0
7,11,77,1.57,0.3,0.99,1.35,23,76,17,0
7,18,126,2.57,0.3,0.98,1.36,38,124,28,0
9,53,477,5.89,0.25,0.68,1.54,120,323,78,0
7,53,371,7.57,0.3,0.93,1.29,111,344,86,0
9,107,963,11.89,0.22,0.84,1.34,209,811,156,0
8,17,136,2.13,0.23,0.88,1.24,31,120,25,0
8,32,256,4,0.21,0.8,1.23,53,204,43,0
6,33,198,5.5,0.3,0.87,1.46,60,173,41,0
9,16,144,1.78,0.21,0.72,1.5,30,103,20,0
9,11,99,1.22,0.28,0.94,1.56,28,93,18,0
9,25,225,2.78,0.25,0.91,1.51,56,205,37,0
9,14,126,1.56,0.24,0.9,1.36,30,113,22,0
7,14,98,2,0.34,0.9,1.94,33,88,17,0
7,10,70,1.43,0.31,1,1.29,22,70,17,0
9,50,450,5.56,0.22,0.69,1.32,99,311,75,0
9,16,144,1.78,0.22,0.76,1.55,31,110,20,0
7,23,161,3.29,0.28,0.83,1.45,45,133,31,0
9,16,144,1.78,0.28,0.92,1.48,40,132,27,0
9,18,162,2,0.24,0.98,1.44,39,159,27,0
6,31,186,5.17,0.26,0.81,1.4,49,151,35,0
6,68,408,11.33,0.26,0.67,1.15,105,274,91,0
7,23,161,3.29,0.32,0.84,1.68,52,135,31,0
8,41,328,5.13,0.29,0.87,1.43,96,286,67,0
7,47,329,6.71,0.26,0.76,1.29,85,251,66,0
6,20,120,3.33,0.33,0.94,1.21,40,113,33,0
9,13,117,1.44,0.31,0.88,1.71,36,103,21,0
9,55,495,6.11,0.26,0.7,1.38,126,345,91,0
6,37,222,6.17,0.31,0.81,1.42,68,180,48,0
7,9,63,1.29,0.3,0.84,1.73,19,53,11,0
7,16,112,2.29,0.25,1,1.56,28,112,18,0
7,17,119,2.43,0.27,0.9,1.52,32,107,21,0
7,11,77,1.57,0.34,0.88,1.63,26,68,16,0
7,25,175,3.57,0.33,0.89,1.41,58,156,41,0
7,7,49,1,0.39,0.94,1.9,19,46,10,0
7,14,98,2,0.37,0.79,1.57,36,77,23,0
7,35,245,5,0.35,0.77,1.52,85,189,56,0
6,23,138,3.83,0.28,0.89,1.11,39,123,35,0
6,58,348,9.67,0.28,0.74,1.17,96,259,82,0
5,11,55,2.2,0.44,0.89,1.71,24,49,14,0
7,47,329,6.71,0.32,0.83,1.74,106,274,61,0
5,7,35,1.4,0.46,1,1.45,16,35,11,0
7,40,280,5.71,0.34,0.94,1.44,95,262,66,0
8,8,64,1,0.23,0.95,2.5,15,61,6,0
7,11,77,1.57,0.23,0.68,1.29,18,52,14,0
7,13,91,1.86,0.29,0.87,1.37,26,79,19,0
9,41,369,4.56,0.2,0.65,1.3,74,241,57,0
7,18,126,2.57,0.21,0.93,1.13,27,117,24,0
7,10,70,1.43,0.29,0.7,1.25,20,49,16,0
7,41,287,5.86,0.32,0.73,1.48,92,208,62,0
7,45,315,6.43,0.24,0.67,1.15,75,211,65,0
9,201,1809,22.33,0.15,0.46,1.27,275,825,216,0
9,202,1818,22.44,0.09,0.25,1.3,158,462,122,0
5,9,45,1.8,0.44,0.96,1.43,20,43,14,0
7,10,70,1.43,0.34,0.79,1.33,24,55,18,0
9,19,171,2.11,0.28,0.64,1.52,47,110,31,0
8,19,152,2.38,0.31,0.98,1.52,47,149,31,0
9,42,378,4.67,0.2,0.56,1.15,75,213,65,0
6,17,102,2.83,0.29,0.86,1.15,30,88,26,0
6,7,42,1.17,0.26,0.93,1.38,11,39,8,0
6,29,174,4.83,0.31,0.97,1.26,53,168,42,0
9,184,1656,20.44,0.21,0.66,1.36,341,1091,251,0
9,35,315,3.89,0.26,0.92,1.37,82,291,60,0
6,5,30,0.83,0.37,0.87,2.75,11,26,4,0
6,5,30,0.83,0.33,0.83,1.67,10,25,6,0
5,32,160,6.4,0.42,0.98,1.31,67,157,51,0
5,11,55,2.2,0.4,0.93,1.57,22,51,14,0
5,33,165,6.6,0.32,0.91,1.27,52,150,41,0
9,42,378,4.67,0.24,0.6,1.37,89,228,65,0
9,7,63,0.78,0.29,0.78,2,18,49,9,0
9,39,351,4.33,0.26,0.7,1.64,90,245,55,0
7,8,56,1.14,0.32,0.79,1.38,18,44,13,0
7,4,28,0.57,0.32,0.68,9,9,19,1,0
7,31,217,4.43,0.31,0.71,1.51,68,154,45,0
8,54,432,6.75,0.18,0.73,1.34,79,317,59,0
7,18,126,2.57,0.27,0.88,1.36,34,111,25,0
7,11,77,1.57,0.22,0.92,1.21,17,71,14,0
7,54,378,7.71,0.3,0.88,1.26,115,331,91,0
7,13,91,1.86,0.41,0.98,1.76,37,89,21,0
7,23,161,3.29,0.45,1,1.95,72,161,37,0
7,31,217,4.43,0.3,0.84,1.32,66,183,50,0
7,23,161,3.29,0.3,0.88,1.45,48,141,33,0
6,10,60,1.67,0.27,0.55,1.78,16,33,9,0
6,20,120,3.33,0.26,0.98,1.29,31,117,24,0
5,3,15,0.6,0.6,0.93,3,9,14,3,0
5,10,50,2,0.36,1,1.29,18,50,14,0
7,21,147,3,0.29,0.86,1.35,42,126,31,0
7,29,203,4.14,0.28,0.78,1.33,57,159,43,0
7,13,91,1.86,0.28,0.82,1.32,25,75,19,0
9,53,477,5.89,0.22,0.59,1.24,104,282,84,0
9,44,396,4.89,0.26,0.6,1.38,102,239,74,0
8,10,80,1.25,0.29,0.81,1.64,23,65,14,0
7,19,133,2.71,0.26,0.66,1.35,35,88,26,0
6,20,120,3.33,0.37,0.97,1.38,44,116,32,0
7,7,49,1,0.31,0.59,2.14,15,29,7,0
9,29,261,3.22,0.19,0.5,1.48,49,131,33,0
5,4,20,0.8,0.45,0.75,2.25,9,15,4,0
6,44,264,7.33,0.27,0.81,1.23,70,214,57,0
5,6,30,1.2,0.43,0.9,1.63,13,27,8,0
5,43,215,8.6,0.33,0.82,1.16,71,176,61,0
8,398,3184,49.75,0.28,0.66,1.7,887,2113,521,0
6,10,60,1.67,0.45,0.85,1.93,27,51,14,0
10,39,390,3.9,0.29,0.55,1.91,111,213,58,0
8,15,120,1.88,0.47,0.78,2.24,56,94,25,0
8,20,160,2.5,0.38,0.73,1.88,60,116,32,0
8,19,152,2.38,0.38,0.72,1.93,58,110,30,0
8,46,368,5.75,0.34,0.61,1.79,125,225,70,0
8,9,72,1.13,0.36,0.79,1.53,26,57,17,0
8,48,384,6,0.34,0.74,1.96,131,283,67,0
7,12,84,1.71,0.42,0.74,1.84,35,62,19,0
6,7,42,1.17,0.52,1,2,22,42,11,0
7,8,56,1.14,0.46,0.77,2.17,26,43,12,0
8,9,72,1.13,0.32,0.64,2.09,23,46,11,0
7,9,63,1.29,0.43,0.68,2.45,27,43,11,0
11,25,275,2.27,0.28,0.63,1.9,76,173,40,0
8,8,64,1,0.52,1,2.54,33,64,13,0
8,10,80,1.25,0.35,1,2,28,80,14,0
9,36,324,4,0.35,0.71,1.82,113,229,62,0
8,12,96,1.5,0.41,0.89,2.17,39,85,18,0
7,17,119,2.43,0.43,0.91,1.89,51,108,27,0
9,35,315,3.89,0.36,0.83,1.97,114,260,58,0
7,34,238,4.86,0.46,0.94,2.34,110,224,47,0
8,28,224,3.5,0.39,0.76,2.2,88,170,40,0
5,7,35,1.4,0.54,1,2.11,19,35,9,0
8,9,72,1.13,0.38,0.89,1.8,27,64,15,0
8,10,80,1.25,0.48,0.89,2.92,38,71,13,0
8,13,104,1.63,0.44,0.98,2,46,102,23,0
8,43,344,5.38,0.4,0.95,1.69,137,325,81,0
10,29,290,2.9,0.31,0.86,1.85,89,248,48,0
10,12,120,1.2,0.33,0.87,1.82,40,104,22,0
10,33,330,3.3,0.32,0.85,2.47,106,281,43,0
8,12,96,1.5,0.43,1,1.64,41,96,25,0
8,18,144,2.25,0.42,0.89,2.03,61,128,30,0
